id,name,ml_target,Clustering_Coefficient,Triangles,Squares,K_Core,Comunidad,asyn_lpa_community
20,chengzhipeng,0.0,0.5,3.736641506613856e-05,0.15964786430534791,0.09090909090909091,0.0022271714922048997,0.0
21,tiensonqin,0.0,0.1212121212121212,0.0007971501880776225,0.020318103015463117,0.6060606060606061,0.0,0.0
22,pdokas,0.0,0.238095238095238,6.227735844356426e-05,0.030201522055519,0.15151515151515152,0.0,0.0
23,maxfierke,0.0,0.0303030303030303,2.4910943377425704e-05,0.006883376794887589,0.2424242424242424,0.0,0.0
24,davidthewatson,0.0,0.1503267973856209,0.0002864758488403956,0.03462916321274367,0.4242424242424243,0.0,0.0
25,kidbai,0.0,0.3956043956043956,0.0004483969807936627,0.06460304304010646,0.33333333333333337,0.0022271714922048997,0.0
26,Micanss,0.0,0.3809523809523809,9.964377350970282e-05,0.02447847070184947,0.18181818181818182,0.0022271714922048997,0.0
27,hepin1989,0.0,0.0530020703933747,0.001594300376155245,0.01843125146627229,0.696969696969697,0.0022271714922048997,0.0
28,ashphy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,soberanes,0.0,1.0,1.2455471688712852e-05,0.1285973143076321,0.030303030303030304,0.0022271714922048997,0.0
30,rajatpatel2113,0.0,0.6,0.00011209924519841567,0.10978522988860989,0.15151515151515152,0.0,0.0
31,ehlxr,0.0,0.0952380952380952,2.4910943377425704e-05,0.0044940481265055175,0.18181818181818182,0.0022271714922048997,0.0
32,city292,1.0,0.0,0.0,0.0,0.030303030303030304,0.004454342984409799,0.0
33,riverphoenix,1.0,1.0,1.2455471688712852e-05,0.029359112065878885,0.030303030303030304,0.004454342984409799,0.0
34,AnqiYang,1.0,0.0,0.0,0.03669889008234871,0.09090909090909091,0.004454342984409799,0.0
35,CN-Sean,0.0,0.1737891737891738,0.000759783773011484,0.052245868746130214,0.6363636363636365,0.0022271714922048997,0.0
36,Myoursky,0.0,0.1304347826086956,0.0004110305657275241,0.05047015578642291,0.5454545454545455,0.0022271714922048997,0.0
37,ariepratama,1.0,0.0,0.0,0.0,0.0,0.004454342984409799,0.0
38,linjunpop,0.0,0.0708661417322834,0.007062252447500187,0.018164133529966084,0.9393939393939394,0.0022271714922048997,0.0
39,MLoughry,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,bombworm,0.0,0.3,3.736641506613856e-05,0.058564767771660496,0.09090909090909091,0.0,0.0
41,kmiladi,0.0,0.2857142857142857,7.473283013227712e-05,0.1533409900756839,0.18181818181818182,0.0022271714922048997,0.0
42,indreklasn,0.0,0.0612794612794612,0.0011334479236728696,0.02159396851345273,0.787878787878788,0.0,0.0
43,littlexiang,0.0,0.1785714285714285,6.227735844356426e-05,0.014935479099182586,0.18181818181818182,0.0022271714922048997,0.0
44,tannersteele,0.0,0.0,0.0,0.0,0.030303030303030304,0.0022271714922048997,0.0
45,FantinBibas,0.0,0.0,0.0,0.0,0.030303030303030304,0.0779510022271715,0.0
46,ngothanhtai,0.0,0.3333333333333333,1.2455471688712852e-05,0.02882006773674456,0.06060606060606061,0.006681514476614699,0.0
47,diluga,0.0,0.0,0.0,0.0,0.0,0.004454342984409799,0.0
48,ForrestPi,0.0,0.0,0.0,0.0025309579367135985,0.030303030303030304,0.004454342984409799,0.0
49,sorenbouma,1.0,0.1,1.2455471688712852e-05,0.0,0.06060606060606061,0.004454342984409799,0.003134796238244514
50,th3brink,0.0,1.0,1.2455471688712852e-05,0.011664083498906403,0.030303030303030304,0.0,0.0
51,damianlajara,0.0,0.1,1.2455471688712852e-05,0.0008965911168375714,0.12121212121212122,0.006681514476614699,0.0
52,DQNEO,0.0,0.1462365591397849,0.000846972074832474,0.014421267576264852,0.5151515151515151,0.006681514476614699,0.0
53,carloseberhardt,0.0,1.0,1.2455471688712852e-05,0.04839561395334381,0.030303030303030304,0.0,0.0
54,moraispgsi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,crispe1586,0.0,0.3333333333333333,1.2455471688712852e-05,0.024044100398780164,0.06060606060606061,0.0,0.0
56,TarrySingh,1.0,0.0201149425287356,0.0009590713200308896,0.011020270009084692,0.6060606060606061,0.004454342984409799,0.0
57,gideonheilbron,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,roalcantara,0.0,0.1904761904761904,4.982188675485141e-05,0.0011693588063412992,0.15151515151515152,0.0,0.0
59,novinsh,1.0,0.0,0.0,0.0,0.0,0.004454342984409799,0.0
60,XiaocongDong,0.0,0.0,0.0,0.0,0.0,0.5256124721603563,0.009404388714733543
61,muhammadfaizan,0.0,0.2476190476190476,0.0006476845278130684,0.05565878802749663,0.5757575757575758,0.0,0.0
62,bigzhao,1.0,0.0,0.0,0.0,0.0,0.0022271714922048997,0.0
63,guillecro,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,7772,0.0,0.0,0.0,0.0,0.0,0.004454342984409799,0.0
65,paranoiasystem,0.0,0.3333333333333333,1.2455471688712852e-05,0.04129670091271132,0.06060606060606061,0.0022271714922048997,0.0
66,Endika,0.0,0.3333333333333333,2.4910943377425704e-05,0.004829470228318459,0.09090909090909091,0.004454342984409799,0.0
67,jasperblues,0.0,0.1823361823361823,0.0007971501880776225,0.03265470794500694,0.6060606060606061,0.0022271714922048997,0.0
68,ogirginc,0.0,0.5,3.736641506613856e-05,0.053336633160726954,0.09090909090909091,0.0022271714922048997,0.0
69,shogochiai,0.0,0.0606060606060606,4.982188675485141e-05,0.003847529897536027,0.2424242424242424,0.006681514476614699,0.0
70,TinaBryan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,iksnae,0.0,0.3333333333333333,1.2455471688712852e-05,0.012488577520560443,0.06060606060606061,0.004454342984409799,0.0
72,mafellows,1.0,0.1333333333333333,2.4910943377425704e-05,0.035885296319636203,0.15151515151515152,0.0022271714922048997,0.0
73,kentcdodds,0.0,0.0061408135299889,0.0613431980669108,0.023412998896239608,1.0,0.0,0.0
74,DennisWanjiru,0.0,0.0666666666666666,1.2455471688712852e-05,0.007565608588626442,0.12121212121212122,0.008908685968819599,0.0
75,rupesh1310,0.0,0.1111111111111111,0.0002117430187081185,0.024561379562414613,0.33333333333333337,0.004454342984409799,0.0
76,ayberkanilatsiz,0.0,0.1666666666666666,1.2455471688712852e-05,0.037414965986394516,0.09090909090909091,0.0022271714922048997,0.0
77,fangying,1.0,0.0,0.0,0.0,0.0,0.0022271714922048997,0.0
78,rozentill,1.0,0.1333333333333333,0.00017437660364197992,0.014069936767193819,0.3030303030303031,0.004454342984409799,0.0
79,talentkeychen,1.0,0.0,0.0,0.0,0.0,0.004454342984409799,0.0
80,lilosir,0.0,0.0,0.0,0.0,0.0,0.0022271714922048997,0.0
81,g8up,0.0,0.1345029239766081,0.0002864758488403956,0.031730216925303964,0.4545454545454546,0.0022271714922048997,0.0
82,shz2050,0.0,0.0,0.0,0.0,0.030303030303030304,0.0022271714922048997,0.0
83,Bjoux2,1.0,0.0952380952380952,2.4910943377425704e-05,0.012767133152989248,0.15151515151515152,0.004454342984409799,0.0
84,MasihKarimi,0.0,0.0,0.0,0.00494524050755048,0.030303030303030304,0.008908685968819599,0.0
85,SeunghunSunmoonLee,0.0,0.1,1.2455471688712852e-05,0.02630000609390377,0.12121212121212122,0.0,0.0
86,milon,0.0,0.1229909154437456,0.002192163017213462,0.017319752402189737,0.6060606060606061,0.0022271714922048997,0.0
87,fernandojsg,0.0,0.1485507246376811,0.000510674339237227,0.0345776164438809,0.4545454545454546,0.0,0.0
88,keyvanakbary,0.0,0.0560253699788583,0.0006601399995017812,0.008284828112800442,0.5151515151515151,0.0022271714922048997,0.0
89,MarcoCabazal,0.0,0.4,4.982188675485141e-05,0.024209380827945663,0.09090909090909091,0.006681514476614699,0.0
90,hisrg,1.0,0.0,0.0,0.013539396341060599,0.06060606060606061,0.004454342984409799,0.0
91,timmo001,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0
92,AD7six,0.0,0.0619528619528619,0.0011459033953615824,0.01673733061869052,0.696969696969697,0.0,0.0
93,pragyandas,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,starkwang,0.0,0.0578865578865578,0.00742346112647286,0.01811015561920908,1.0,0.0022271714922048997,0.0
95,rubensfernandes,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,stoprocent,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,pmn,0.0,0.5555555555555556,0.00024910943377425704,0.06433643578581033,0.21212121212121213,0.0,0.0
98,aviflax,0.0,0.1106719367588932,0.00034875320728395984,0.02441872419697803,0.48484848484848486,0.0,0.0
99,paulgureghian,1.0,0.0701754385964912,0.00014946566026455423,0.010453294493473026,0.33333333333333337,0.004454342984409799,0.0
100,Silic0nS0ldier,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,mingkin,1.0,0.0157261794634597,0.0002117430187081185,0.011306352515525522,0.5151515151515151,0.0022271714922048997,0.0
102,ferschke,1.0,0.0,0.0,0.046485260770975007,0.030303030303030304,0.0,0.0
103,git-kale,1.0,1.0,3.736641506613856e-05,0.33029001074113845,0.06060606060606061,0.004454342984409799,0.0
104,helexy22,1.0,0.3571428571428571,0.00012455471688712852,0.02479279109076823,0.18181818181818182,0.0022271714922048997,0.0
105,rioastamal,0.0,0.1282051282051282,0.00012455471688712852,0.05734155116371035,0.2424242424242424,0.0022271714922048997,0.0
106,jvperrin,0.0,0.3,3.736641506613856e-05,0.016709957876914292,0.12121212121212122,0.004454342984409799,0.0
107,iblancasa,0.0,0.1174838112858464,0.0015818449044665323,0.015797725340136053,0.5757575757575758,0.004454342984409799,0.0
108,HYPJUDY,1.0,0.1146245059288537,0.0003612086789726727,0.006403955593861751,0.33333333333333337,0.004454342984409799,0.0
109,ellenmellon,1.0,0.5,3.736641506613856e-05,0.027237457482993197,0.09090909090909091,0.004454342984409799,0.0
110,qingbusheng,0.0,0.2,3.736641506613856e-05,0.12884782855628332,0.15151515151515152,0.0022271714922048997,0.0
111,luizjr,0.0,0.0,0.0,0.08846075743730325,0.030303030303030304,0.0022271714922048997,0.0
112,pikanglong,0.0,0.0,0.0,0.0,0.0,0.0022271714922048997,0.0
113,JohnMars,0.0,0.1904761904761904,4.982188675485141e-05,0.0017834974619459014,0.12121212121212122,0.017817371937639197,0.0
114,maurodelazeri,0.0,0.238095238095238,6.227735844356426e-05,0.017043302357308658,0.15151515151515152,0.0022271714922048997,0.0
115,sharpstill,1.0,0.1,1.2455471688712852e-05,0.0071722678142294724,0.12121212121212122,0.004454342984409799,0.0
116,myedibleenso,0.0,0.0555555555555555,2.4910943377425704e-05,0.009459692481062392,0.18181818181818182,0.004454342984409799,0.0
117,neelkirit,1.0,1.0,1.2455471688712852e-05,0.0,0.030303030303030304,0.004454342984409799,0.0
118,jicjjang,0.0,0.2,3.736641506613856e-05,0.002896338082056156,0.09090909090909091,0.004454342984409799,0.0
119,denysdovhan,0.0,0.0630182421227197,0.007099618862566326,0.018355070571431868,1.0,0.0,0.0
120,nrkfeller,1.0,0.1433333333333333,0.0005355852826146526,0.03065271583003403,0.5757575757575758,0.0,0.0
121,thiennn,0.0,0.0,0.0,0.0051842298257592885,0.06060606060606061,0.006681514476614699,0.0
122,paulhuisman,0.0,0.0,0.0,0.011718973303607135,0.06060606060606061,0.0,0.0
123,quraisahamid,0.0,0.0,0.0,0.0,0.0,0.0022271714922048997,0.0
124,gsw945,0.0,0.1363636363636363,0.00011209924519841567,0.017863836229661194,0.2424242424242424,0.0022271714922048997,0.0
125,Deardrops,0.0,0.125,0.0002117430187081185,0.011514105196842667,0.36363636363636365,0.0022271714922048997,0.0
126,Rajat2712,1.0,0.2666666666666666,4.982188675485141e-05,0.008489464622186879,0.12121212121212122,0.004454342984409799,0.0
127,adichad,1.0,0.0,0.0,0.011818286636688519,0.030303030303030304,0.006681514476614699,0.0
128,stephanedenis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,thrifus,0.0,0.0769230769230769,7.473283013227712e-05,0.0075042015833724765,0.2727272727272727,0.004454342984409799,0.0
130,francisfsjiang,1.0,0.7,8.718830182098996e-05,0.0013910436076991462,0.12121212121212122,0.0022271714922048997,0.0
131,razbakov,0.0,0.0826210826210826,0.0003612086789726727,0.013895863836449068,0.4242424242424243,0.0022271714922048997,0.0
132,sawyes,0.0,0.0,0.0,0.09767331056936382,0.06060606060606061,0.0022271714922048997,0.0
133,h3nnn4n,1.0,0.1666666666666666,1.2455471688712852e-05,0.012232963360782905,0.06060606060606061,0.48106904231625836,0.0
134,nevir,0.0,0.2156862745098039,0.0004110305657275241,0.03512043691326008,0.3939393939393939,0.0,0.0
135,moeinrahimi,0.0,0.2666666666666666,4.982188675485141e-05,0.022417524230494684,0.12121212121212122,0.006681514476614699,0.0
136,forhadulislam,0.0,0.0,0.0,0.13575341641081207,0.06060606060606061,0.0022271714922048997,0.0
137,neu-rah,0.0,0.1,1.2455471688712852e-05,0.022272582379343084,0.09090909090909091,0.0022271714922048997,0.0
138,iriswang1,1.0,0.0,0.0,0.020674037809193663,0.030303030303030304,0.004454342984409799,0.0
139,Marthyn,0.0,0.0444444444444444,2.4910943377425704e-05,0.013101615812691543,0.18181818181818182,0.06681514476614699,0.0
140,flavorjones,0.0,0.1431451612903226,0.0008843384898986125,0.019753029307274964,0.6060606060606061,0.0,0.0
141,davidyell,0.0,0.0955882352941176,0.0001619211319532671,0.004770417996524888,0.2727272727272727,0.0,0.0
142,adityaas26,0.0,0.0,0.0,0.0039958676880493165,0.030303030303030304,0.004454342984409799,0.0
143,rafaelcamaram,0.0,0.1904761904761904,4.982188675485141e-05,0.012828018641195076,0.15151515151515152,0.0,0.0
144,smamran,0.0,0.1212121212121212,0.0045337916946914785,0.04036117939068593,1.0,0.0,0.0
145,anayini,1.0,0.3333333333333333,2.4910943377425704e-05,0.03020702865983927,0.09090909090909091,0.0022271714922048997,0.0
146,hunkyu,1.0,0.1666666666666666,1.2455471688712852e-05,0.03545485991006569,0.09090909090909091,0.004454342984409799,0.0
147,chaodaqing,0.0,1.0,1.2455471688712852e-05,0.013407808520001115,0.030303030303030304,0.0022271714922048997,0.0
148,elPandaFriki,0.0,0.0,0.0,0.014679556032939375,0.06060606060606061,0.013363028953229397,0.0
149,stefanhendriks,0.0,0.0,0.0,0.010810525760691839,0.030303030303030304,0.0022271714922048997,0.0
150,BoyWithSilverWings,0.0,0.0833333333333333,3.736641506613856e-05,0.031225779209830107,0.21212121212121213,0.0,0.0
151,samehkamaleldin,0.0,0.0,0.0,0.0,0.030303030303030304,0.008908685968819599,0.0
152,GuanlinLee,1.0,0.0,0.0,0.0,0.06060606060606061,0.004454342984409799,0.0
153,kangshaoshun,1.0,0.0,0.0,0.0,0.0,0.0022271714922048997,0.0
154,fuse-mars,0.0,0.0,0.0,0.043309249165504694,0.06060606060606061,0.0,0.0
155,dimgold,1.0,1.0,1.2455471688712852e-05,0.00955176591184412,0.030303030303030304,0.004454342984409799,0.0
156,AndreiRailean,0.0,0.025,3.736641506613856e-05,0.034989096837849086,0.33333333333333337,0.0,0.0
157,dongrenguang,0.0,0.1666666666666666,7.473283013227712e-05,0.012580214710780023,0.18181818181818182,0.0022271714922048997,0.0
158,LiXiuhong,1.0,1.0,1.2455471688712852e-05,0.0,0.030303030303030304,0.0022271714922048997,0.0
159,minrk,0.0,0.0416904625928041,0.0027277482998281145,0.014037097729685177,0.7272727272727273,0.004454342984409799,0.0
160,sureshsarda,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,mahdiabdolmaleki,0.0,0.3333333333333333,1.2455471688712852e-05,0.03167223339815907,0.06060606060606061,0.0022271714922048997,0.0
162,alethea,0.0,0.1333333333333333,2.4910943377425704e-05,0.019079219342843626,0.15151515151515152,0.006681514476614699,0.0
163,banixc,0.0,1.0,1.2455471688712852e-05,0.2324263038548752,0.030303030303030304,0.0022271714922048997,0.0
164,besquared,0.0,0.1428571428571428,4.982188675485141e-05,0.006619266262406993,0.21212121212121213,0.0,0.0
165,BlackDante,0.0,0.0,0.0,0.0,0.030303030303030304,0.006681514476614699,0.0
166,mohanarunachalam,1.0,0.0972423802612481,0.0016690332062875221,0.019132589317759782,0.6666666666666667,0.004454342984409799,0.0
167,crosstreet74,0.0,0.0,0.0,0.009440083725797915,0.030303030303030304,0.004454342984409799,0.0
168,LeonardoCardoso,0.0,0.1965811965811965,0.0008594275465211868,0.01971018415997396,0.5454545454545455,0.0022271714922048997,0.0
169,ascode,0.0,0.0,0.0,0.0,0.0,0.0022271714922048997,0.0
170,jakobsandberg,1.0,0.0,0.0,0.0,0.0,0.0022271714922048997,0.0
171,asinbow,0.0,1.0,1.2455471688712852e-05,0.014526643990929613,0.030303030303030304,0.0022271714922048997,0.0
172,aarzchan,1.0,0.0,0.0,0.0,0.0,0.004454342984409799,0.0
173,anilkunwar,1.0,0.0,0.0,0.012246391421552037,0.12121212121212122,0.004454342984409799,0.0
174,bushidocodes,0.0,0.0952380952380952,2.4910943377425704e-05,0.007678853155821221,0.15151515151515152,0.006681514476614699,0.0
175,davegomez,0.0,0.2192118226600985,0.0011085369802954438,0.045382404698689205,0.6666666666666667,0.0,0.0
176,SecureCloud-biz,0.0,0.6666666666666666,2.4910943377425704e-05,0.06200500177088425,0.06060606060606061,0.0022271714922048997,0.0
177,ibnujakaria,0.0,0.2,3.736641506613856e-05,0.042228368758980894,0.12121212121212122,0.0022271714922048997,0.0
178,Joe8Bit,0.0,0.0952380952380952,2.4910943377425704e-05,0.02580568357293509,0.15151515151515152,0.0,0.0
179,frankodoom,0.0,0.1473684210526315,0.00034875320728395984,0.029289485615390364,0.3939393939393939,0.0022271714922048997,0.0
180,lxchavez,0.0,0.6,7.473283013227712e-05,0.08750751978970389,0.09090909090909091,0.0022271714922048997,0.0
181,sjwilliams,0.0,0.1461988304093567,0.0003113867922178213,0.024879734632288243,0.4545454545454546,0.0,0.0
182,YunzhuLi,1.0,0.0863697705802968,0.0007971501880776225,0.031893752503077626,0.4545454545454546,0.004454342984409799,0.0
183,chenlongqiang,0.0,0.0,0.0,0.03013985146774359,0.06060606060606061,0.0022271714922048997,0.0
184,surunzi,0.0,0.1404371584699453,0.003201056223999203,0.025672851602513713,0.8787878787878789,0.0022271714922048997,0.0
185,poudel,0.0,0.1455026455026455,0.0006850509428792069,0.02675734038190058,0.6060606060606061,0.0,0.0
186,Daaaaad,0.0,0.0,0.0,0.009359448477377451,0.06060606060606061,0.0,0.0
187,boxabirds,1.0,0.0,0.0,0.055152004304546594,0.06060606060606061,0.004454342984409799,0.0
188,Graphettion,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,szenekonzept,0.0,0.0,0.0,0.0,0.06060606060606061,0.006681514476614699,0.0
190,nicolsc,0.0,0.0555555555555555,2.4910943377425704e-05,0.005892497844208028,0.15151515151515152,0.0,0.0
191,Kingson4Wu,0.0,1.0,1.2455471688712852e-05,0.02082298931893933,0.030303030303030304,0.0022271714922048997,0.0
192,iamKael,0.0,0.1083333333333333,0.0001619211319532671,0.04837740073175029,0.33333333333333337,0.0,0.0
193,findingsea,0.0,0.0784313725490196,0.00014946566026455423,0.012563206508973709,0.3939393939393939,0.0022271714922048997,0.0
194,redaxmedia,0.0,0.2033333333333333,0.000759783773011484,0.027420517599798366,0.48484848484848486,0.0,0.0
195,r3dcrosse,0.0,0.0,0.0,0.07819950410070559,0.030303030303030304,0.0,0.0
196,amoose136,1.0,0.0,0.0,0.0,0.0,0.0,0.0
197,osmangoninahid,0.0,0.173076923076923,0.0016814886779762351,0.018161350037549595,0.5757575757575758,0.0022271714922048997,0.0
198,eparejatobes,0.0,0.4,4.982188675485141e-05,0.03138876129229826,0.12121212121212122,0.004454342984409799,0.0
199,craigrshenton,1.0,1.0,1.2455471688712852e-05,0.025034505870257802,0.030303030303030304,0.004454342984409799,0.0
200,thierrymichel,0.0,0.2142857142857142,7.473283013227712e-05,0.027358230339977276,0.21212121212121213,0.0,0.0
201,dikyarga,0.0,0.1897233201581027,0.0005978626410582169,0.0214415869385253,0.4242424242424243,0.0022271714922048997,0.0
202,saeedtabrizi,0.0,0.0,0.0,0.003953077293909636,0.06060606060606061,0.0022271714922048997,0.0
203,mikaelkaron,0.0,0.1282051282051282,0.00012455471688712852,0.03343924533677025,0.36363636363636365,0.0022271714922048997,0.0
204,Solicite,0.0,0.0,0.0,0.0,0.0,0.0022271714922048997,0.0
205,F36,1.0,0.1777777777777777,9.964377350970282e-05,0.039557808385599566,0.2727272727272727,0.004454342984409799,0.0
206,chenxuhao,1.0,0.0,0.0,0.010645479565872092,0.06060606060606061,0.004454342984409799,0.0
207,HiDAl,0.0,0.0,0.0,0.0,0.030303030303030304,0.006681514476614699,0.0
208,kasiditi,0.0,0.2666666666666666,4.982188675485141e-05,0.05363683935112498,0.09090909090909091,0.011135857461024499,0.025078369905956112
209,thisismydesign,1.0,0.0,0.0,0.0,0.0,0.0,0.0
210,summerwang0915,0.0,0.5,6.227735844356426e-05,0.06104655450904611,0.12121212121212122,0.0022271714922048997,0.0
211,lupengkai,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,jiangxtx,0.0,1.0,1.2455471688712852e-05,0.0259032967251389,0.030303030303030304,0.0022271714922048997,0.0
213,hanyeliu,1.0,0.1071428571428571,3.736641506613856e-05,0.032579373738127214,0.15151515151515152,0.0022271714922048997,0.0
214,lijiannuist,1.0,0.0666666666666666,1.2455471688712852e-05,0.027275704665015377,0.15151515151515152,0.004454342984409799,0.0
215,AghilesAzzoug,1.0,0.1428571428571428,3.736641506613856e-05,0.004258914288484286,0.15151515151515152,0.004454342984409799,0.0
216,karel-3d,0.0,0.0476190476190476,1.2455471688712852e-05,0.018727874842982727,0.15151515151515152,0.0,0.0
217,SeanJia,1.0,0.0,0.0,0.0,0.0,0.0022271714922048997,0.0
218,ilija139,1.0,0.1243697478991596,0.0009217049049647511,0.018474000427857087,0.5454545454545455,0.004454342984409799,0.0
219,ahmedalaahagag,0.0,0.1047619047619047,0.0008220611314550483,0.02235835909981505,0.6060606060606061,0.0,0.0
220,chenxy99,1.0,0.0,0.0,0.0,0.0,0.004454342984409799,0.0
221,Cristian006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,dedevillela,0.0,0.0,0.0,0.010810525760691839,0.09090909090909091,0.0,0.0
223,NoahOrberg,0.0,0.3611111111111111,0.0001619211319532671,0.04271754784863246,0.18181818181818182,0.006681514476614699,0.0
224,panda020111,0.0,0.3333333333333333,8.718830182098996e-05,0.10636255188417167,0.18181818181818182,0.0022271714922048997,0.0
225,caddyliu,0.0,0.0,0.0,0.0,0.0,0.0022271714922048997,0.0
226,rdspring1,1.0,0.6666666666666666,2.4910943377425704e-05,0.0546784593876881,0.06060606060606061,0.004454342984409799,0.0
227,itsJASPERr,0.0,0.2,0.00011209924519841567,0.038848178007768026,0.21212121212121213,0.0,0.0
228,Drunkar,0.0,0.0058479532163742,1.2455471688712852e-05,0.008165574787829238,0.36363636363636365,0.004454342984409799,0.0
229,rousseauo,0.0,0.0,0.0,0.0,0.0,0.006681514476614699,0.0
230,rqbazan,0.0,0.1225296442687747,0.0003861196223500984,0.037827696354133286,0.5757575757575758,0.0,0.0
231,iamnapo,0.0,0.2666666666666666,4.982188675485141e-05,0.03423642560121411,0.09090909090909091,0.0,0.0
232,cowlicks,1.0,0.0988142292490118,0.0003113867922178213,0.016303841533559207,0.3939393939393939,0.004454342984409799,0.0
233,ed-george,0.0,0.1666666666666666,1.2455471688712852e-05,0.005600633827828302,0.06060606060606061,0.006681514476614699,0.0
234,tessavdheiden,1.0,0.0,0.0,0.0,0.0,0.004454342984409799,0.0
235,juliotorresmoreno,0.0,0.1111111111111111,4.982188675485141e-05,0.020166525203099157,0.21212121212121213,0.0022271714922048997,0.0
236,mfilej,0.0,0.1428571428571428,3.736641506613856e-05,0.005732419845203728,0.18181818181818182,0.0,0.0
237,MilindaLaknath,1.0,0.0,0.0,0.0008922314927250001,0.06060606060606061,0.0,0.0
238,antonov,0.0,0.0,0.0,0.0,0.0,0.0022271714922048997,0.0
239,hjanime,1.0,0.1365007541478129,0.0022544403756570262,0.019465469212624667,0.6363636363636365,0.004454342984409799,0.0
240,meyskens,0.0,0.0566502463054187,0.0002864758488403956,0.013435625077482336,0.5151515151515151,0.0,0.0
241,lazarofl,0.0,0.3333333333333333,0.00027402037715168275,0.03680850796995116,0.3030303030303031,0.0,0.0
242,lmm0591,0.0,0.3602941176470588,0.0006103181127469297,0.04382047334121808,0.3939393939393939,0.0022271714922048997,0.0
243,mattdennewitz,0.0,0.109090909090909,7.473283013227712e-05,0.008577949134148962,0.2424242424242424,0.0,0.0
244,Gdewilde,0.0,0.2727272727272727,0.00018683207533069278,0.025175626023206266,0.2727272727272727,0.0,0.0
245,ZhengshengWei,1.0,0.0,0.0,0.0,0.0,0.0,0.0
246,petitspois,0.0,0.2777777777777778,0.00012455471688712852,0.027736580290865075,0.21212121212121213,0.0022271714922048997,0.0
247,lymhust,1.0,0.0,0.0,0.0,0.0,0.004454342984409799,0.0
248,suliang,0.0,0.0,0.0,0.04739485907648328,0.06060606060606061,0.0022271714922048997,0.0
249,MeteALANLI,0.0,0.0,0.0,0.0,0.0,0.006681514476614699,0.0
250,olohmann,0.0,0.3333333333333333,1.2455471688712852e-05,0.12162207856481946,0.06060606060606061,0.0,0.0
251,McKenzieJDan,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0
252,mar-bi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
